ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-05-16T14:40:25Z,android,31395,PH,,When We Were Young,Adele,25,spotify:track:6O5TrlFWTYvznd9fMC0VvU,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248382,FALSE
2023-05-16T14:40:34Z,android,7312,PH,,Same Old Love,Selena Gomez,Revival,spotify:track:6ZANrVuAMp2rpjhfbOuJly,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248413,FALSE
2023-05-16T14:40:35Z,android,765,PH,,Treat You Better,Shawn Mendes,Illuminate,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248421,FALSE
2023-05-16T14:40:36Z,android,697,PH,,Love On The Brain,Rihanna,ANTI,spotify:track:5oO3drDxtziYU2H1X23ZIp,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248423,FALSE
2023-05-16T14:40:38Z,android,0,PH,,Feel My Love,Phebe Starr,Chronicles,spotify:track:0Vp8gAywna2uNXGkmQHPvh,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248424,FALSE
2023-05-16T14:40:39Z,android,420,PH,,Let Me Love You,DJ Snake,Encore,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248426,FALSE
2023-05-16T14:40:40Z,android,0,PH,,Water Under the Bridge,Adele,25,spotify:track:2DRMuw0U0QbkVQxWxdJV3M,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248427,FALSE
2023-05-16T14:40:41Z,android,50,PH,,I'm Not The Only One,Sam Smith,In The Lonely Hour,spotify:track:7795WJLVKJoAyVoOtCWqXN,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248428,FALSE
2023-05-16T14:40:46Z,android,2089,PH,,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",spotify:track:7K5dzhGda2vRTaAWYI3hrb,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248429,FALSE
2023-05-16T14:40:47Z,android,0,PH,,Million Reasons,Lady Gaga,Joanne,spotify:track:7dZ1Odmx9jWIweQSatnRqo,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248433,FALSE
2023-05-16T14:40:58Z,android,8842,PH,,Good For You,Selena Gomez,Revival,spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684248435,FALSE
2023-05-16T14:44:39Z,android,222186,PH,,Jealous - Remix,Nick Jonas,Nick Jonas X2,spotify:track:5NQJnRpJHRaupdegphntQT,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684248446,FALSE
2023-05-16T14:48:43Z,android,242973,PH,,Set Fire to the Rain,Adele,21,spotify:track:3di5hcvxxciiqwMH1jarhY,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684248667,FALSE
2023-05-16T15:00:00Z,android,74886,PH,,Cheap Thrills,Sia,This Is Acting,spotify:track:27SdWb2rFzO6GWiYDBTD9j,,,,,,,,trackdone,logout,FALSE,FALSE,FALSE,1684248911,FALSE
2023-05-16T23:22:03Z,android,199445,PH,,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684279104,FALSE
2023-05-16T23:22:28Z,android,20271,PH,,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684279325,FALSE
2023-05-16T23:22:33Z,android,4163,PH,,"not cool anymore,",Morgan Reese,Letters From The Invisible Girl,spotify:track:5gc4dyFIRaF7a4hFard0n0,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279348,FALSE
2023-05-16T23:22:35Z,android,1518,PH,,Cloud 9,Beach Bunny,Honeymoon,spotify:track:6vFsBXYczYsP0H3lgunZOm,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279353,FALSE
2023-05-16T23:22:36Z,android,0,PH,,Till Forever Falls Apart,Ashe,Ashlyn,spotify:track:4x5YzxjrF9wvIIXJV7TveC,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279355,FALSE
2023-05-16T23:22:38Z,android,487,PH,,Can't Do Better,Kim Petras,Can't Do Better,spotify:track:7t9gDWqX10tbhtriPR1Cnd,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279357,FALSE
2023-05-16T23:22:39Z,android,510,PH,,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279358,FALSE
2023-05-16T23:22:41Z,android,0,PH,,Wish You Were Sober,Conan Gray,Kid Krow,spotify:track:0kn2gu8Pd03DiYHzRvX2Xk,,,,,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1684279359,FALSE
2023-05-16T23:22:54Z,android,0,PH,,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,,,,,,,,backbtn,backbtn,FALSE,TRUE,FALSE,1684279362,FALSE
2023-05-16T23:23:01Z,android,0,PH,,Can't Do Better,Kim Petras,Can't Do Better,spotify:track:7t9gDWqX10tbhtriPR1Cnd,,,,,,,,backbtn,fwdbtn,FALSE,TRUE,FALSE,1684279374,FALSE
2023-05-16T23:23:17Z,android,0,PH,,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,,,,,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1684279381,FALSE
2023-05-16T23:23:21Z,android,4521,PH,,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,backbtn,fwdbtn,FALSE,TRUE,TRUE,1684279397,FALSE
2023-05-16T23:23:22Z,android,23,PH,,Cloud 9,Beach Bunny,Honeymoon,spotify:track:6vFsBXYczYsP0H3lgunZOm,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279403,FALSE
2023-05-16T23:23:23Z,android,0,PH,,Till Forever Falls Apart,Ashe,Ashlyn,spotify:track:4x5YzxjrF9wvIIXJV7TveC,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279404,FALSE
2023-05-16T23:23:23Z,android,651,PH,,"not cool anymore,",Morgan Reese,Letters From The Invisible Girl,spotify:track:5gc4dyFIRaF7a4hFard0n0,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279402,FALSE
2023-05-16T23:23:24Z,android,0,PH,,Can't Do Better,Kim Petras,Can't Do Better,spotify:track:7t9gDWqX10tbhtriPR1Cnd,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279405,FALSE
2023-05-16T23:27:05Z,android,220433,PH,,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684279406,FALSE
2023-05-16T23:27:56Z,android,48851,PH,,Wish You Were Sober,Conan Gray,Kid Krow,spotify:track:0kn2gu8Pd03DiYHzRvX2Xk,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684279627,FALSE
2023-05-16T23:27:58Z,android,1934,PH,,deja vu,Olivia Rodrigo,SOUR,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279678,FALSE
2023-05-16T23:27:59Z,android,864,PH,,Renegade,Big Red Machine,How Long Do You Think It's Gonna Last?,spotify:track:73W5aXorr5vxrySFcoZqIN,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279680,FALSE
2023-05-16T23:28:01Z,android,573,PH,,NVMD,Denise Julia,NVMD,spotify:track:7ArVzlFsFsQXNseVXmdOyk,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279681,FALSE
2023-05-16T23:28:02Z,android,725,PH,,Paper Rings,Taylor Swift,Lover,spotify:track:4y5bvROuBDPr5fuwXbIBZR,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279683,FALSE
2023-05-16T23:28:03Z,android,185,PH,,Late Night Talking,Harry Styles,Harry's House,spotify:track:1qEmFfgcLObUfQm0j1W2CK,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279684,FALSE
2023-05-16T23:30:42Z,android,158536,PH,,People Watching,Conan Gray,Superache,spotify:track:3TFoEJe5zNuHZStRboWPxg,,,,,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1684279685,FALSE
2023-05-16T23:31:44Z,android,60325,PH,,what would you do?,Tate McRae,i used to think i could fly,spotify:track:4ewmHD3aRBmLyTsbGreNLw,,,,,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1684279844,FALSE
2023-05-16T23:31:45Z,android,855,PH,,Gasoline (feat. Taylor Swift),HAIM,Women In Music Pt III,spotify:track:2bzUVEvpZ7At5cYz1kOLI9,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279906,FALSE
2023-05-16T23:31:47Z,android,1122,PH,,Dress,Taylor Swift,reputation,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279907,FALSE
2023-05-16T23:31:47Z,android,0,PH,,Stole My Man,Karen Hardy,Stole My Man,spotify:track:5rTe0pOYIuTVg7C0GdqmkJ,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279909,FALSE
2023-05-16T23:31:48Z,android,0,PH,,Keep Driving,Harry Styles,Harry's House,spotify:track:2NcQic8JxdjAlAHuNbOIRE,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279909,FALSE
2023-05-16T23:31:49Z,android,0,PH,,Overdrive,Conan Gray,Overdrive,spotify:track:3QyoC6OvQUmpQwQZ18iaTs,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279910,FALSE
2023-05-16T23:31:51Z,android,0,PH,,Still into You,Paramore,Paramore,spotify:track:1yjY7rpaAQvKwpdUliHx0d,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279911,FALSE
2023-05-16T23:31:52Z,android,902,PH,,august,Taylor Swift,folklore,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279913,FALSE
2023-05-16T23:31:53Z,android,0,PH,,PREGAME,NIKI DEMAR,PREGAME,spotify:track:420s1nVZT3zIRLfmqCOyyA,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279914,FALSE
2023-05-16T23:31:54Z,android,0,PH,,The One That Got Away,Katy Perry,Teenage Dream,spotify:track:4uQY80TKE1u4ZQZQKHzVEi,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279915,FALSE
2023-05-16T23:31:55Z,android,0,PH,,As It Was,Harry Styles,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279916,FALSE
2023-05-16T23:31:56Z,android,0,PH,,Coast (feat. Anderson .Paak),Hailee Steinfeld,Coast,spotify:track:1l4iQsOZ5sOXZPMQLvouaB,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279917,FALSE
2023-05-16T23:31:57Z,android,0,PH,,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:3yII7UwgLF6K5zW3xad3MP,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279918,FALSE
2023-05-16T23:31:58Z,android,0,PH,,Die For You,The Weeknd,Starboy,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279920,FALSE
2023-05-16T23:31:58Z,android,0,PH,,Love Me Like You,Little Mix,Get Weird,spotify:track:6L2uVVPJA9WcDc7zCZ4DHN,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279919,FALSE
2023-05-16T23:31:59Z,android,0,PH,,Ribs,Lorde,Pure Heroine,spotify:track:2MvvoeRt8NcOXWESkxWn3g,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279920,FALSE
2023-05-16T23:32:00Z,android,0,PH,,Satellite,Harry Styles,Harry's House,spotify:track:0rzaRSujxA0bKyjJl6vHYq,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279921,FALSE
2023-05-16T23:32:01Z,android,0,PH,,Getaway Car,Taylor Swift,reputation,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279922,FALSE
2023-05-16T23:32:02Z,android,0,PH,,18,One Direction,FOUR,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684279923,FALSE
2023-05-16T23:32:12Z,android,0,PH,,Dandelions,Ruth B.,Safe Haven,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,,,,,,,,fwdbtn,endplay,FALSE,TRUE,FALSE,1684279924,FALSE
2023-05-16T23:35:59Z,android,225960,PH,,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:3z6XUommYDWPHeFhmhhT6j,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684279934,FALSE
2023-05-16T23:52:00Z,android,33116,PH,,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,trackdone,logout,FALSE,FALSE,FALSE,1684280162,FALSE
2023-05-17T01:31:43Z,android,191213,PH,,Kilometro,Sarah Geronimo,Perfectly Imperfect,spotify:track:43SdY9HwfEc86vpWHP4Xor,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684286911,FALSE
2023-05-17T01:33:29Z,android,104905,PH,,Tala,Sarah Geronimo,The Great Unknown,spotify:track:6C6F2oA7cmZKqq26FPGl0J,,,,,,,,trackdone,endplay,FALSE,TRUE,FALSE,1684287104,FALSE
2023-05-17T01:33:30Z,android,351,PH,,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684287210,FALSE
2023-05-17T01:37:13Z,android,223078,PH,,Send My Love (To Your New Lover),Adele,25,spotify:track:563SfWAHJs4FBZMkRN0IFN,,,,,,,,clickrow,endplay,FALSE,TRUE,FALSE,1684287210,FALSE
2023-05-17T01:37:27Z,android,12644,PH,,Rolling in the Deep,Adele,21,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,,,,,,,,trackdone,endplay,FALSE,TRUE,FALSE,1684287434,FALSE
2023-05-17T01:41:11Z,android,221306,PH,,Lover,Taylor Swift,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,,,,,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1684287447,FALSE
2023-05-17T01:41:35Z,android,23290,PH,,traitor,Olivia Rodrigo,SOUR,spotify:track:5CZ40GBx1sQ9agT82CLQCT,,,,,,,,trackdone,endplay,FALSE,TRUE,FALSE,1684287671,FALSE
2023-05-17T01:44:09Z,android,154983,PH,,Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,spotify:track:4qu63nuBpdn0qHUHuObEj1,,,,,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1684287695,FALSE
2023-05-17T01:47:55Z,android,224694,PH,,Easy On Me,Adele,Easy On Me,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684287850,FALSE
2023-05-17T01:50:34Z,android,135160,PH,,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,spotify:track:4iJyoBOLtHqaGxP12qzhQI,,,,,,,,trackdone,endplay,FALSE,TRUE,FALSE,1684288075,FALSE
2023-05-17T01:53:27Z,android,172324,PH,,positions,Ariana Grande,Positions,spotify:track:35mvY5S1H3J2QZyna3TFe0,,,,,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1684288234,FALSE
2023-05-17T01:56:17Z,android,169265,PH,,you broke me first,Tate McRae,you broke me first,spotify:track:45bE4HXI0AwGZXfZtMp8JR,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684288408,FALSE
2023-05-17T01:59:16Z,android,178146,PH,,good 4 u,Olivia Rodrigo,SOUR,spotify:track:4ZtFanR9U6ndgddUvNcjcG,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684288578,FALSE
2023-05-17T02:03:19Z,android,242096,PH,,Leave The Door Open,Bruno Mars,An Evening With Silk Sonic,spotify:track:02VBYrHfVwfEWXk5DXyf0T,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684288756,FALSE
2023-05-17T02:06:36Z,android,197436,PH,,I Like Me Better,Lauv,I met you when I was 18.,spotify:track:0EcQcdcbQeVJn9fknj44Be,,,,,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1684288999,FALSE
2023-05-17T02:07:06Z,android,27587,PH,,You Right,Doja Cat,Planet Her,spotify:track:0k4d5YPDr1r7FX77VdqWez,,,,,,,,trackdone,backbtn,FALSE,TRUE,FALSE,1684289196,FALSE
2023-05-17T02:07:09Z,android,2232,PH,,I Like Me Better,Lauv,I met you when I was 18.,spotify:track:0EcQcdcbQeVJn9fknj44Be,,,,,,,,backbtn,fwdbtn,FALSE,TRUE,FALSE,1684289226,FALSE
2023-05-17T02:07:11Z,android,1336,PH,,You Right,Doja Cat,Planet Her,spotify:track:0k4d5YPDr1r7FX77VdqWez,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289229,FALSE
2023-05-17T02:07:14Z,android,2745,PH,,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,Left and Right (Feat. Jung Kook of BTS),spotify:track:0mBP9X2gPCuapvpZ7TGDk3,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289231,FALSE
2023-05-17T02:07:19Z,android,4808,PH,,deja vu,Olivia Rodrigo,SOUR,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289234,FALSE
2023-05-17T02:07:22Z,android,2897,PH,,2002,Anne-Marie,Speak Your Mind,spotify:track:2BgEsaKNfHUdlh97KmvFyo,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289239,FALSE
2023-05-17T02:07:34Z,android,11686,PH,,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,spotify:track:4HBZA5flZLE435QTztThqH,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289243,FALSE
2023-05-17T02:07:38Z,android,3062,PH,,Best Part (feat. H.E.R.),Daniel Caesar,Freudian,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289255,FALSE
2023-05-17T02:07:41Z,android,2955,PH,,Bam Bam (feat. Ed Sheeran),Camila Cabello,Bam Bam (feat. Ed Sheeran),spotify:track:0QBzMgT7NIeoCYy3sJCof1,,,,,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1684289258,FALSE
